text,label
"Yes, yes, yes. Ignorant people blow my mind! How do they operate day to day? Like Stepford People they relish demeaning and negating the intelligentsia. There is no way ever that I could be dumbed down. Lobotomy maybe, but not just trying to get through life.",1
"kershaw61 writes: ""Jesus would tell the freeloaders to get a job.""
It's this type of statement that supports the last sentence in Infinitejest's comment yesterday: ""The hypocrisy of the christian right is astounding."" ... assuming kershaw61 claims to be a christian.

Best,

RTD",0
"#Just quit, Donald.
It's okay.
Even a Pope did it recently.
(I am not the Trump whisperer, but even I knew that being precedent would make him miserable.)
You're old. You're fake rich enough.
You like to play golf.
You'll always have enough sycophants around, and not ones who will go trash you anonymously to the press.
Spend your life hitting golf balls and letting Trumpkins take selfies with you.
Let Mike Pence destroy the country. He's more into it, really.",1
You have absolutely no idea what you’re talking about lady.,0
Police departments have to go out hunting for female candidates  to join the police forces. Finding male recruits is easy. Its not so easy to get women to sign up.  Police departments that don't reach  gender /female  quotas/goals are raked over political coals for  sexism and mystagogy regardless of their efforts to get more young women into uniform.,0
"And it was!!!!  Barrel bombs dropped on marketplaces, hospitals etc.    Richard what is wrong with you?  You always have this ridiculous perspective!",1
And the fact that one of the few people even attempting to make the argument is the president of the United States is stunning.  Depressing and stunning.,0
"She's a skank, as is her fathers current wife. They are both as dirty as he is.",1
Of course that will happen unless Trump disappears and Pence gets in there and possibly Pence could get elected for Trump second 4 years.,0
"""When your too stupid to read; breed.""

It's ""you're"". English 101.

If I were looking for intelligent and knowledgeable comments, I think I'd skip those by Todd Granger.",1
"Since you don't agree with the RG editorial John, exactly what do you have in mind? What do you think is OK and necessary to do in order to effect the change you envision (what is that vision)?  And when do you think things go too far and ARE counter-productive? Are there limits (moral or otherwise) to what people can/should do to effect change in society?
A lot of people actually seem pleased with what Trump is doing and where the country is now going, and a lot of people definitely are not and are wondering what to do to push the country in a different direction. If voting and elections are no longer the answer, what is?",0
"I expressed my honest opinion about what I believe was an unbelievably stupid and cruel thing these people did. You, on the other, just attack people...so, go away...get a life..move out of your mom's basement....do something positive for yourself or help an animal unless you are so high and mighty you cannot even be bothered to help those who cannot speak for themselves. You, however, you will be ignored from now on.",1
"I fully realize that moving is possibly not an option for some. I acknowledged that reality in my last sentence. However, if residing in a certain locale is making you physically miserable and shortening your life, I would think that extra effort should go into finding a solution.",0
"""Remember the shows ""Dallas"" and ""Falcon Crest?""  

Who can argue with the MSW school of economics.",0
"He picked it up on the bargain rack because it was missing a letter.
.
unless he meant:
detent
a catch in a machine that prevents motion until released.
(in a clock) a catch that regulates striking.",0
"""There also have been a few people who have walked in to receive assistance, she said.""

I am curious as to how these people were handled. Were they given assistance in exchange for community service?",0
"But, you're conveniently forgetting that pesky worldwide recession, during which classic economics calls for stimulous spending. In fact, the Liberals and the NDP all called for bigger deficits in those years.  Junior is spending into massive deficit in better times.  Completely economically ignorant.",1
